Date,Seller,Buyer
16/1/2006,3817202,40693426
16/1/2006,43557321,41847864
16/1/2006,42748533,40693426
16/1/2006,15707649,15692437
16/1/2006,20300737,35278480
16/1/2006,3162773,654046
16/1/2006,20461802,3817202
16/1/2006,18234393,43558402
16/1/2006,42921767,654046
16/1/2006,18915082,37434560
16/1/2006,27934058,32728834
16/1/2006,42806844,18915082
16/1/2006,20244471,35445337
16/1/2006,28379436,4929139
16/1/2006,29212420,31676307
16/1/2006,42921767,31676307
16/1/2006,3817202,8066573
16/1/2006,15707649,36550283
16/1/2006,42523084,19170489
16/1/2006,42523084,36967651
16/1/2006,31016363,3817202
16/1/2006,29212420,19959154
16/1/2006,30087126,36967651
16/1/2006,30087126,25813163
16/1/2006,20461802,37434560
16/1/2006,42748533,8587560
16/1/2006,42748533,27536408
16/1/2006,37191707,3817202
16/1/2006,43133826,37821261
16/1/2006,15415649,40236358
16/1/2006,42921767,3817202
16/1/2006,20468955,26245399
16/1/2006,20468955,40236358
16/1/2006,25678541,31493232
16/1/2006,30087126,35445337
16/1/2006,17841487,19959154
16/1/2006,5030937,19959154
16/1/2006,43318609,37434560
16/1/2006,25488081,26173229
16/1/2006,15107717,3817202
16/1/2006,20300737,37434560
16/1/2006,31876766,43557321
16/1/2006,37821261,17411547
16/1/2006,18234393,216465
16/1/2006,18234393,757104
16/1/2006,17411547,35223247
16/1/2006,20300737,37180007
16/1/2006,20300737,27649581
16/1/2006,20300737,3817202
16/1/2006,37821261,20995932
16/1/2006,25003971,43557321
16/1/2006,15821705,27838499
16/1/2006,20461802,26173229
16/1/2006,43529577,572446
16/1/2006,35189026,2818854
16/1/2006,42921767,36927838
16/1/2006,26647289,31493232
16/1/2006,30087126,20995932
16/1/2006,38294005,40236358
16/1/2006,26647289,14108872
16/1/2006,26173229,8587560
16/1/2006,31876766,11564903
16/1/2006,42921767,20597068
16/1/2006,33200478,36550283
16/1/2006,42523084,27838499
16/1/2006,42523084,19170489
16/1/2006,32728834,35223247
16/1/2006,43554674,8587560
16/1/2006,38227013,37822921
16/1/2006,34314377,14780712
16/1/2006,42806844,4929139
16/1/2006,28379436,8587560
16/1/2006,2625002,19671726
16/1/2006,41377953,3817202
16/1/2006,31016363,36764462
16/1/2006,1581768,27037167
16/1/2006,34085118,20597068
16/1/2006,15707649,27881077
16/1/2006,37771425,36550283
16/1/2006,1581768,37822921
16/1/2006,37821261,40116519
16/1/2006,18993162,40964850
16/1/2006,18993162,31493232
16/1/2006,30087126,20995932
16/1/2006,37821261,43174762
16/1/2006,27881077,19959154
16/1/2006,4929139,19959154
16/1/2006,40236358,32728834
16/1/2006,31876766,3817202
16/1/2006,3817202,8587560
16/1/2006,20468955,27037167
16/1/2006,42921767,216465
16/1/2006,1581768,41161951
16/1/2006,23955701,34394130
16/1/2006,33200478,40236358
16/1/2006,20300737,27838499
16/1/2006,35445337,41161951
16/1/2006,572446,43557321
16/1/2006,2625002,35445337
16/1/2006,15821705,40236358
16/1/2006,38227013,27838499
16/1/2006,20300737,27649581
16/1/2006,41377953,3817202
16/1/2006,9789496,36764462
16/1/2006,11819588,572446
16/1/2006,35189026,36927838
16/1/2006,34314377,20995932
16/1/2006,38294005,10870632
16/1/2006,25488081,37434560
16/1/2006,18880393,20995932
16/1/2006,15707649,14281612
16/1/2006,30087126,654046
16/1/2006,42806844,11564903
16/1/2006,18880393,757104
16/1/2006,1581768,31676307
16/1/2006,14281612,2818854
16/1/2006,41427089,43555333
16/1/2006,18120006,15607864
16/1/2006,38294005,10870632
16/1/2006,5030937,19959154
16/1/2006,20116877,35278480
16/1/2006,3162773,5030937
16/1/2006,20461802,3817202
16/1/2006,42806844,26173229
16/1/2006,19067560,31676307
16/1/2006,19067560,31676307
16/1/2006,42748533,27536408
16/1/2006,16882318,14108872
16/1/2006,11819588,2818854
16/1/2006,20244471,18338228
16/1/2006,15707649,19067560
16/1/2006,15821705,19067560
16/1/2006,20300737,26820753
16/1/2006,35899400,654046
16/1/2006,1565704,27649581
16/1/2006,20300737,37434560
16/1/2006,38294005,43558402
16/1/2006,20300737,27649581
16/1/2006,27934058,16882318
16/1/2006,20116877,37822921
16/1/2006,43318609,5030937
16/1/2006,35189026,1395482
16/1/2006,35189026,572446
16/1/2006,20930889,36927838
16/1/2006,20930889,19067560
16/1/2006,37434560,17411547
16/1/2006,20244471,40964850
16/1/2006,20244471,43555333
16/1/2006,30087126,27536408
16/1/2006,18880393,2884849
16/1/2006,5030937,37511805
16/1/2006,20300737,37511805
16/1/2006,3817202,41847864
16/1/2006,43557321,40693426
16/1/2006,3817202,40693426
16/1/2006,19067560,3817202
16/1/2006,18338228,41161951
16/1/2006,757104,42278176
16/1/2006,27037167,8587560
16/1/2006,3817202,8587560
16/1/2006,8108391,42806844
16/1/2006,20265914,42806844
16/1/2006,25813163,771097
16/1/2006,25813163,14108872
16/1/2006,28146561,14108872
16/1/2006,17411547,216465
16/1/2006,16882318,40693426
16/1/2006,3817202,41847864
16/1/2006,18120006,18338228
16/1/2006,18120006,35445337
16/1/2006,41230525,35446319
16/1/2006,18338228,42278176
16/1/2006,28146561,14108872
16/1/2006,16882318,43107861
16/1/2006,42748533,42806844
16/1/2006,25813163,14108872
16/1/2006,34180752,3817202
16/1/2006,26173229,43555333
16/1/2006,16882318,43554674
16/1/2006,41230525,20597068
16/1/2006,37434560,40964850
16/1/2006,40236358,43555333
16/1/2006,37821261,39247879
16/1/2006,572446,43554674
16/1/2006,35445337,35223247
16/1/2006,26173229,14780712
16/1/2006,15107717,26173229
16/1/2006,34180752,14108872
16/1/2006,10870632,34394130
16/1/2006,30087126,25813163
16/1/2006,29212420,37180007
16/1/2006,20300737,8587560
16/1/2006,25813163,42806844
16/1/2006,42806844,6604177
16/1/2006,42806844,3817202
16/1/2006,19067560,26173229
16/1/2006,20468955,27649581
16/1/2006,39895057,43558402
16/1/2006,42806844,41847864
16/1/2006,43133826,26173229
16/1/2006,41377953,3817202
16/1/2006,26173229,8587560
16/1/2006,36927838,216465
16/1/2006,6405955,216465
16/1/2006,2818854,11564903
16/1/2006,8108391,43557321
16/1/2006,26173229,8587560
16/1/2006,16882318,34734145
16/1/2006,43557321,14108872
16/1/2006,9789496,16882318
16/1/2006,43554674,32728834
16/1/2006,8108391,8587560
16/1/2006,42806844,19671726
16/1/2006,37191707,37821261
16/1/2006,15821705,35189026
16/1/2006,1201755,25813163
16/1/2006,42806844,20244471
16/1/2006,32728834,14108872
16/1/2006,9789496,36927838
16/1/2006,15821705,16882318
16/1/2006,3817202,41100637
16/1/2006,36927838,40693426
16/1/2006,37511805,8587560
16/1/2006,43558402,14108872
16/1/2006,25678541,43555333
16/1/2006,38294005,15607864
16/1/2006,30087126,15692437
16/1/2006,42806844,216465
16/1/2006,43435692,19671726
17/1/2006,43174762,960245
17/1/2006,31493232,960245
17/1/2006,40071078,43529577
17/1/2006,26347583,27331438
17/1/2006,34766584,18234393
17/1/2006,40116519,27331438
17/1/2006,26347583,27331438
17/1/2006,3817202,43581065
17/1/2006,1581768,43581065
17/1/2006,11564903,4448171
17/1/2006,26347583,27331438
17/1/2006,34766584,771097
17/1/2006,20419826,34844076
17/1/2006,36764462,14236491
17/1/2006,31676307,14236491
17/1/2006,31876766,27331438
17/1/2006,3817202,20419826
17/1/2006,3817202,43581065
17/1/2006,40071078,960245
17/1/2006,216465,42936864
17/1/2006,27838499,14236491
17/1/2006,31669138,34844076
17/1/2006,18120006,14236491
17/1/2006,216465,14236491
17/1/2006,31676307,35189026
17/1/2006,37798527,3022811
17/1/2006,216465,39085964
18/1/2006,36967651,38208732
18/1/2006,26478362,275404
18/1/2006,4589826,37573995
18/1/2006,41161951,532267
18/1/2006,36967651,38208732
18/1/2006,26478362,38208732
18/1/2006,26478362,38208732
18/1/2006,41100637,42921767
18/1/2006,41161951,15107717
18/1/2006,26478362,38208732
18/1/2006,3459393,38208732
18/1/2006,39776380,275404
18/1/2006,26478362,38208732
18/1/2006,26478362,532267
18/1/2006,3459393,26647289
18/1/2006,3459393,38208732
18/1/2006,27378579,37573995
18/1/2006,41161951,8531972
18/1/2006,41100637,15107717
18/1/2006,12342226,27331438
19/1/2006,8587560,33774563
19/1/2006,40693426,41860354
19/1/2006,40693426,13294590
19/1/2006,8587560,14236491
19/1/2006,8587560,39416219
19/1/2006,40693426,41860354
19/1/2006,34394130,14236491
19/1/2006,8587560,7598022
19/1/2006,8587560,26478362
19/1/2006,8587560,41860354
20/1/2006,35841121,19959154
20/1/2006,31371016,35841121
20/1/2006,35278480,42921767
20/1/2006,26820753,5316252
20/1/2006,20597068,43008697
20/1/2006,43174762,15692437
20/1/2006,40964850,17411547
20/1/2006,43107861,581843
20/1/2006,28379436,8504839
20/1/2006,35278480,35841121
20/1/2006,26820753,35841121
20/1/2006,43107861,5316252
20/1/2006,27536408,19959154
20/1/2006,35446319,35841121
20/1/2006,19959154,25813163
20/1/2006,41847864,8079253
20/1/2006,41847864,5316252
20/1/2006,40964850,17411547
20/1/2006,35841121,15692437
20/1/2006,1395482,19959154
20/1/2006,27536408,8504839
20/1/2006,35841121,15692437
20/1/2006,40964850,581843
20/1/2006,20597068,35841121
20/1/2006,35841121,15692437
20/1/2006,19959154,25813163
20/1/2006,41847864,25813163
23/1/2006,43435692,15107717
23/1/2006,34766584,31676307
23/1/2006,43529577,27393487
23/1/2006,43529577,40755449
23/1/2006,17411547,771097
23/1/2006,17411547,40755449
23/1/2006,14108872,42921767
23/1/2006,14108872,15692437
23/1/2006,35841121,27393487
23/1/2006,43435692,771097
23/1/2006,17411547,771097
23/1/2006,43435692,38227013
23/1/2006,14108872,15107717
23/1/2006,14108872,37131448
23/1/2006,43435692,20468955
23/1/2006,43435692,29212420
23/1/2006,14108872,35841121
23/1/2006,35841121,41860354
24/1/2006,32517237,39436365
24/1/2006,34766584,32517237
24/1/2006,5316252,36421972
24/1/2006,34766584,34983809
24/1/2006,5316252,39436365
24/1/2006,27378579,36421972
24/1/2006,31991227,39436365
24/1/2006,34766584,35189026
24/1/2006,5316252,34983809
24/1/2006,38227013,39436365
24/1/2006,8504839,39436365
24/1/2006,29212420,39436365
24/1/2006,19959154,39436365
24/1/2006,23874795,39436365
24/1/2006,23874795,39436365
24/1/2006,32517237,35189026
24/1/2006,35189026,32517237
24/1/2006,31669138,39436365
25/1/2006,38208732,32459687
25/1/2006,35189026,7311186
25/1/2006,35189026,13294590
25/1/2006,771097,37434560
25/1/2006,771097,37434560
25/1/2006,954875,32459687
25/1/2006,38208732,20468955
25/1/2006,7013261,7311186
25/1/2006,8079253,32459687
25/1/2006,7013261,19082775
25/1/2006,7013261,20351151
25/1/2006,34719690,37434560
25/1/2006,34719690,37434560
25/1/2006,771097,1727320
25/1/2006,7013261,20468955
26/1/2006,40912560,40502452
26/1/2006,40502452,40912560
26/1/2006,15389802,15107717
26/1/2006,15389802,15107717
26/1/2006,15389802,40502452
26/1/2006,15389802,15107717
26/1/2006,15389802,15107717
26/1/2006,35331974,15107717
26/1/2006,15389802,40502452
26/1/2006,15389802,40502452
26/1/2006,43562289,15107717
26/1/2006,43562289,7311186
26/1/2006,15389802,771097
26/1/2006,15389802,40502452
26/1/2006,15389802,20930889
26/1/2006,40912560,20930889
26/1/2006,40912560,771097
26/1/2006,15389802,40502452
26/1/2006,15389802,40502452
26/1/2006,15389802,40502452
26/1/2006,15389802,38112462
26/1/2006,15389802,40502452
26/1/2006,15389802,40502452
26/1/2006,15107717,12932182
26/1/2006,15107717,771097
26/1/2006,39776380,40912560
26/1/2006,43562289,40912560
26/1/2006,39776380,15107717
26/1/2006,40912560,40502452
26/1/2006,43562289,35189026
26/1/2006,43562289,15389802
26/1/2006,43562289,15389802
26/1/2006,43562289,15389802
26/1/2006,43562289,40502452
27/1/2006,31669138,443853
27/1/2006,31669138,443853
27/1/2006,2154300,38208732
27/1/2006,2154300,42992206
27/1/2006,27058718,38208732
27/1/2006,31669138,39475173
27/1/2006,31669138,2751303
27/1/2006,6621254,37752763
27/1/2006,31669138,38208732
27/1/2006,15389802,42992206
3/2/2006,7311186,15107717
3/2/2006,35189026,20035812
3/2/2006,35189026,1452200
3/2/2006,36421972,36421972
3/2/2006,41100637,36380251
3/2/2006,41100637,35189026
6/2/2006,27378579,34180752
6/2/2006,7311186,34180752
6/2/2006,38112462,34180752
6/2/2006,7311186,20035812
7/2/2006,15107717,35189026
7/2/2006,15107717,8108391
7/2/2006,12932182,35370246
7/2/2006,28540276,8365066
7/2/2006,39475173,35370246
7/2/2006,9029943,38208732
7/2/2006,26347583,35370246
7/2/2006,39475173,38208732
7/2/2006,13294590,8365066
7/2/2006,12932182,8108391
7/2/2006,771097,37798527
7/2/2006,771097,37798527
7/2/2006,2346401,8108391
7/2/2006,771097,8108391
7/2/2006,40443988,8108391
7/2/2006,9029943,8365066
7/2/2006,15107717,8108391
8/2/2006,35189026,42545160
8/2/2006,40606212,9846262
8/2/2006,3779840,20597068
8/2/2006,29152592,34201434
8/2/2006,3779840,34201434
8/2/2006,18234393,40622862
8/2/2006,42545160,36967651
8/2/2006,31876766,20699211
8/2/2006,42545160,5990759
8/2/2006,4589826,27377407
8/2/2006,31543788,7092273
8/2/2006,18234393,29212420
8/2/2006,9029943,3022936
8/2/2006,35370246,34916031
8/2/2006,3779840,39200522
8/2/2006,43555333,34201434
8/2/2006,9029943,34201434
8/2/2006,8531972,3022936
8/2/2006,4589826,3022936
8/2/2006,3779840,34916031
8/2/2006,42545160,1871581
8/2/2006,42545160,20699211
8/2/2006,31876766,5990759
8/2/2006,35278480,42545160
8/2/2006,36421972,29212420
8/2/2006,34916031,36863892
8/2/2006,34916031,36863892
8/2/2006,40083008,40622862
8/2/2006,42545160,20597068
8/2/2006,25813163,744441
8/2/2006,3779840,3269
8/2/2006,3779840,540161
8/2/2006,29152592,1581768
8/2/2006,29152592,34916031
8/2/2006,3779840,771097
8/2/2006,31876766,5990759
8/2/2006,31876766,3022936
8/2/2006,8531972,3022936
8/2/2006,42545160,1871581
8/2/2006,37752763,35159391
8/2/2006,31543788,27377407
8/2/2006,42545160,7092273
8/2/2006,40606212,42545160
8/2/2006,42278176,42545160
8/2/2006,25813163,20597068
8/2/2006,43555333,40071078
8/2/2006,35189026,34201434
8/2/2006,42545160,1871581
8/2/2006,42545160,36854156
8/2/2006,25813163,11564903
8/2/2006,8365066,42545160
8/2/2006,35223247,34201434
8/2/2006,29152592,34201434
8/2/2006,43555333,39200522
8/2/2006,41860354,42545160
8/2/2006,43555333,34201434
8/2/2006,41860354,3779840
9/2/2006,42930073,14973648
9/2/2006,1581768,9602202
9/2/2006,34180752,34743559
9/2/2006,4764734,9602202
9/2/2006,40502452,4720157
9/2/2006,540161,34743559
9/2/2006,34180752,14973648
9/2/2006,42930073,27288299
9/2/2006,14965198,1689991
9/2/2006,195578,14973648
9/2/2006,34719690,27288299
9/2/2006,34719690,37661907
9/2/2006,31543788,27288299
9/2/2006,37798527,34983809
9/2/2006,3269,4503116
9/2/2006,37798527,4503116
9/2/2006,744441,42913459
9/2/2006,3269,42913459
9/2/2006,744441,16825234
9/2/2006,40502452,9602202
9/2/2006,540161,4720157
9/2/2006,7479058,20468955
9/2/2006,1581768,11564903
9/2/2006,37434560,14973648
9/2/2006,2884849,14973648
9/2/2006,31543788,25630914
9/2/2006,31543788,7092273
9/2/2006,31543788,25630914
9/2/2006,31543788,7092273
9/2/2006,20995932,3022936
9/2/2006,34719690,1689991
9/2/2006,37798527,20125092
9/2/2006,34180752,27288299
9/2/2006,40502452,11564903
9/2/2006,36827483,20468955
9/2/2006,40502452,16825234
9/2/2006,20995932,37661907
9/2/2006,31543788,34983809
9/2/2006,37434560,38112462
9/2/2006,31543788,27288299
9/2/2006,40502452,16825234
10/2/2006,27479013,28026235
10/2/2006,27479013,9704826
10/2/2006,8985913,31676307
10/2/2006,40236358,28026235
10/2/2006,39020300,28026235
10/2/2006,27479013,28026235
10/2/2006,27479013,17123985
10/2/2006,275917,28026235
10/2/2006,39391115,27288299
10/2/2006,275917,40236358
10/2/2006,40236358,43583087
10/2/2006,20417556,8977829
10/2/2006,27479013,3429560
10/2/2006,27479013,3429560
10/2/2006,2751303,13848221
10/2/2006,40236358,28026235
10/2/2006,2751303,40236358
10/2/2006,39020300,31676307
10/2/2006,27479013,39673983
10/2/2006,41069543,31676307
10/2/2006,20417556,39673983
10/2/2006,20035812,27288299
10/2/2006,20417556,27288299
10/2/2006,11564903,27288299
10/2/2006,11564903,27288299
10/2/2006,27479013,33646217
13/2/2006,37798527,40502452
13/2/2006,43357086,27839513
13/2/2006,40693426,18234393
13/2/2006,8386252,3652195
13/2/2006,8386252,19798966
13/2/2006,37798527,40502452
13/2/2006,40693426,20298527
13/2/2006,37798527,27839513
13/2/2006,35159391,40502452
13/2/2006,40693426,20035812
13/2/2006,23928377,40502452
14/2/2006,3125085,378810
14/2/2006,3125085,32520330
14/2/2006,1689991,378810
14/2/2006,771097,378810
14/2/2006,3125085,378810
14/2/2006,34510727,32520330
14/2/2006,771097,447029
14/2/2006,43435692,378810
14/2/2006,34510727,32520330
14/2/2006,43435692,25630914
14/2/2006,19090521,28026235
14/2/2006,19090521,25742123
14/2/2006,19090521,35527605
14/2/2006,34510727,12761870
14/2/2006,34510727,447029
14/2/2006,34510727,28026235
14/2/2006,1689991,43819481
14/2/2006,20597068,25630914
14/2/2006,34510727,16825234
14/2/2006,19090521,39548128
14/2/2006,34510727,16825234
14/2/2006,34510727,447029
15/2/2006,20417556,39631759
15/2/2006,1871581,6604177
15/2/2006,40502452,540161
15/2/2006,28026235,540161
15/2/2006,8147142,6981542
15/2/2006,19671726,6604177
15/2/2006,19671726,40793234
15/2/2006,1581768,744441
15/2/2006,38276135,6981542
15/2/2006,38276044,6981542
15/2/2006,26647289,33693268
15/2/2006,29212420,771097
15/2/2006,1871581,40757684
15/2/2006,18234393,771097
15/2/2006,31676307,7086101
15/2/2006,3408440,8147142
15/2/2006,36785343,33693268
15/2/2006,20035812,38532230
15/2/2006,701664,7086101
15/2/2006,19671726,43483072
15/2/2006,37221108,771097
15/2/2006,40502452,6981542
15/2/2006,1871581,40757684
15/2/2006,8147142,540161
15/2/2006,39548128,18662288
15/2/2006,26647289,39912035
15/2/2006,43819481,40757684
15/2/2006,20417556,7086101
15/2/2006,4448171,1139450
15/2/2006,34352617,1139450
15/2/2006,34352617,12284972
15/2/2006,701664,34485813
15/2/2006,20417556,14525257
15/2/2006,41377953,8147142
15/2/2006,31876766,40110819
15/2/2006,43819481,10180842
15/2/2006,8147142,18662288
15/2/2006,18662288,14669808
15/2/2006,32459687,8147142
15/2/2006,37221108,43483072
15/2/2006,8147142,771097
15/2/2006,532267,39631759
15/2/2006,8147142,540161
15/2/2006,28026235,6981542
15/2/2006,1581768,40793234
15/2/2006,33646217,8147142
15/2/2006,20125092,8147142
15/2/2006,42913459,11564903
15/2/2006,40502452,5519418
15/2/2006,8147142,1581768
15/2/2006,37822921,39912035
15/2/2006,28026235,1139450
15/2/2006,8147142,1139450
15/2/2006,8147142,40621716
15/2/2006,20930889,40621716
15/2/2006,29809415,43443472
15/2/2006,8147142,43443472
15/2/2006,5990759,1139450
15/2/2006,40071078,1139450
15/2/2006,40071078,1139450
15/2/2006,5990759,1139450
15/2/2006,4503116,12284972
15/2/2006,34352617,14525257
15/2/2006,26509364,14525257
15/2/2006,36380251,39631759
15/2/2006,20417556,39631759
15/2/2006,32459687,8147142
15/2/2006,31876766,6981542
15/2/2006,1871581,31676307
15/2/2006,18662288,43376409
15/2/2006,41204686,39912035
15/2/2006,39548128,33693268
15/2/2006,20035812,771097
15/2/2006,27839513,14525257
15/2/2006,4160503,14525257
15/2/2006,540161,14525257
15/2/2006,39895057,14669808
15/2/2006,43357086,8147142
15/2/2006,33646217,13891866
15/2/2006,37325461,6604177
15/2/2006,19671726,744441
15/2/2006,40502452,20187977
15/2/2006,39673983,18662288
15/2/2006,13891866,18662288
15/2/2006,37822921,744441
15/2/2006,37822921,39631759
15/2/2006,1871581,39631759
15/2/2006,37822921,14525257
15/2/2006,8108391,40793234
15/2/2006,37221108,35527605
15/2/2006,8108391,10777969
15/2/2006,41204686,10777969
15/2/2006,40502452,14669808
15/2/2006,6981542,14669808
15/2/2006,41377953,40110819
15/2/2006,34510727,33693268
15/2/2006,19671726,40793234
15/2/2006,31876766,1139450
15/2/2006,8108391,14525257
15/2/2006,31676307,14525257
15/2/2006,31876766,10777969
15/2/2006,40502452,10777969
15/2/2006,19671726,43376409
15/2/2006,2244572,14669808
15/2/2006,19671726,40793234
15/2/2006,41204686,10180842
15/2/2006,40502452,1139450
16/2/2006,28026235,11564903
16/2/2006,17123985,606079
16/2/2006,23874795,36360261
16/2/2006,4589826,27839513
16/2/2006,35159391,20035812
16/2/2006,28026235,37218708
16/2/2006,6476766,20035812
16/2/2006,4589826,17994260
16/2/2006,23874795,36360261
16/2/2006,17994260,20035812
16/2/2006,28026235,11564903
16/2/2006,23874795,606079
16/2/2006,6981542,606079
16/2/2006,17994260,34510727
16/2/2006,17994260,11564903
16/2/2006,37180007,606079
16/2/2006,23874795,17994260
16/2/2006,40110819,11564903
17/2/2006,1283274,10810703
17/2/2006,1283274,447029
20/2/2006,37573995,0
20/2/2006,17308917,18234393
20/2/2006,14669808,18234393
20/2/2006,34844076,20351151
20/2/2006,17308917,20351151
20/2/2006,34844076,18234393
20/2/2006,14669808,34535245
20/2/2006,34844076,18234393
20/2/2006,36822922,4160503
20/2/2006,34844076,38227013
20/2/2006,447029,39894340
20/2/2006,25630914,10959591
20/2/2006,10777969,26647289
20/2/2006,447029,38227013
20/2/2006,34844076,20351151
20/2/2006,36822922,17308917
20/2/2006,10777969,20572335
20/2/2006,10777969,37573995
20/2/2006,14669808,34535245
20/2/2006,34844076,27839513
20/2/2006,20351151,32488447
20/2/2006,10777969,4160503
20/2/2006,25630914,32854036
20/2/2006,32488447,32854036
20/2/2006,10777969,34535245
20/2/2006,20187977,32488447
20/2/2006,23874795,36522183
20/2/2006,447029,31876766
20/2/2006,447029,37934312
20/2/2006,34844076,11564903
20/2/2006,447029,36522183
20/2/2006,14669808,27839513
20/2/2006,10777969,31876766
20/2/2006,34844076,31876766
20/2/2006,34844076,43133826
21/2/2006,34844076,36854156
21/2/2006,14669808,31676307
21/2/2006,40793234,40793234
21/2/2006,40793234,40781064
21/2/2006,771097,28026235
21/2/2006,771097,28026235
21/2/2006,43483072,33693268
21/2/2006,33693268,36816411
21/2/2006,33693268,36816411
21/2/2006,33693268,33693268
21/2/2006,33693268,18234393
21/2/2006,33693268,36816411
21/2/2006,34844076,18234393
21/2/2006,12284972,532267
21/2/2006,1139450,35370246
21/2/2006,14669808,35370246
21/2/2006,771097,28026235
21/2/2006,12284972,34413021
21/2/2006,33693268,36816411
21/2/2006,33693268,33693268
21/2/2006,14669808,5188891
21/2/2006,14669808,34414847
21/2/2006,33693268,33693268
21/2/2006,43483072,36816411
21/2/2006,33693268,36816411
21/2/2006,33693268,33693268
21/2/2006,33693268,31676307
21/2/2006,40757684,33693268
21/2/2006,31436132,37497328
21/2/2006,34362954,20572335
21/2/2006,34485813,7311186
21/2/2006,34844076,7311186
21/2/2006,14669808,40781064
21/2/2006,43483072,33693268
21/2/2006,34844076,20572335
21/2/2006,14669808,17308917
21/2/2006,771097,33693268
21/2/2006,33693268,33693268
21/2/2006,40757684,36816411
21/2/2006,1139450,34413021
21/2/2006,33693268,40781064
21/2/2006,14669808,17308917
21/2/2006,744441,5188891
21/2/2006,34844076,41427089
21/2/2006,34844076,28026235
21/2/2006,34844076,7311186
21/2/2006,1139450,41427089
21/2/2006,7086101,31676307
21/2/2006,33693268,33693268
21/2/2006,744441,34413021
21/2/2006,1139450,43318609
21/2/2006,1139450,13994918
21/2/2006,32488447,31676307
21/2/2006,34844076,532267
21/2/2006,34844076,36854156
21/2/2006,34844076,20930889
21/2/2006,1139450,37497328
